,/lpc/nct6793d/control/0,/lpc/nct6793d/control/1,/lpc/nct6793d/control/2,/lpc/nct6793d/control/3,/lpc/nct6793d/control/4,/lpc/nct6793d/control/5,/lpc/nct6793d/voltage/0,/lpc/nct6793d/voltage/1,/lpc/nct6793d/voltage/2,/lpc/nct6793d/voltage/3,/lpc/nct6793d/voltage/4,/lpc/nct6793d/voltage/5,/lpc/nct6793d/voltage/6,/lpc/nct6793d/voltage/7,/lpc/nct6793d/voltage/8,/lpc/nct6793d/voltage/9,/lpc/nct6793d/voltage/10,/lpc/nct6793d/voltage/11,/lpc/nct6793d/voltage/12,/lpc/nct6793d/voltage/13,/lpc/nct6793d/voltage/14,/lpc/nct6793d/temperature/0,/lpc/nct6793d/temperature/1,/lpc/nct6793d/temperature/2,/lpc/nct6793d/temperature/3,/lpc/nct6793d/temperature/4,/lpc/nct6793d/temperature/5,/lpc/nct6793d/temperature/6,/lpc/nct6793d/fan/0,/lpc/nct6793d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/fan/0,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/control/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0,/hdd/2/level/0,/hdd/2/data/0,/hdd/2/load/0,/hdd/2/temperature/0,/hdd/2/factor/0,/hdd/3/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Fan","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space","Temperature","Used Space","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification","Used Space"
12/16/2021 07:22:19,25.4901962,100,49.80392,49.80392,49.80392,49.80392,0.480000019,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,32,28.5,117,26.5,110,109,108,2177.41943,1953.69031,28.125,9.375,4.6875,26.5625,17.1875,28,28,27,35,35,3904.46118,4104.69,1802.05908,1802.05908,16.12371,10.6596365,0.9983898,1.96846855,100.114388,32.9506836,5.22890472,10.6399765,48,1252.96851,3505.50024,2505.937,1179,4,2,0,3,36,2048,279.152344,1768.84766,13.6304855,34.6420021,0.9765625,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:20,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.536,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,31,28,117,26.5,110,109,108,2156.54956,1917.61365,32.8125,15.625,17.1875,31.25,24.21875,32,35,37,31,40,3904.46143,3904.46143,3904.46143,3904.46143,17.2235775,11.7528677,1.006464,2.03796148,100.114395,33.16208,5.262451,10.60643,48,1252.96851,3505.50024,2505.937,1177,6,2,0,4,36,2048,281.652344,1766.34766,13.7525558,34.6330032,0,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:21,29.4117661,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28,117,26.5,110,109,108,2160,1925.82031,56.25,45.3125,65.625,62.5,57.421875,36,38,36,39,39,3904.46045,3904.46045,3904.46045,3904.46045,30.65395,24.9823933,1.04237139,2.55922556,100.114372,33.2378464,5.274475,10.5944061,48,1252.96851,3505.50024,2505.937,1175,4,2,0,3,36,2048,283.777344,1764.22266,13.8563156,34.3410034,1.953125,0,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:22,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,40,28,117,26.5,110,109,108,2160,1914.89368,60.9375,68.75,60.9375,64.0625,63.671875,37,37,35,41,41,3904.462,3904.462,3904.462,3904.462,32.2413025,26.6777573,1.02429414,2.38632345,100.11441,33.614296,5.33421326,10.534668,48,1252.96851,3505.50024,2505.937,1174,5,2,0,3,36,2048,286.527344,1761.47266,13.990593,34.52,17.578125,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:23,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28,117,26.5,110,109,108,2163.46143,1928.57141,51.5625,57.8125,54.6875,57.8125,55.46875,37,31,38,31,38,3904.45947,3904.45947,3904.45947,3904.45947,29.155508,23.5455341,1.03290832,2.42299175,100.114349,33.5465622,5.32346344,10.5454178,47,1126.406,3505.50024,2252.812,1175,5,2,0,4,36,2048,286.527344,1761.47266,13.990593,28.9820023,17.578125,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:24,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,28,117,26.5,110,109,108,2177.41943,1950.86707,62.5,51.5625,34.375,60.9375,52.34375,36,37,35,33,37,3904.46265,3904.46265,3904.46265,3904.46265,29.93138,24.3499432,1.02662241,2.50852132,100.114426,33.8236,5.367428,10.5014534,47,1126.406,3505.50024,2252.812,1176,5,2,0,4,36,2048,286.527344,1761.47266,13.990593,28.867,17.578125,0,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:25,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,38,28,117,26.5,110,109,108,2166.934,1939.65515,60.9375,54.6875,65.625,65.625,61.71875,40,41,39,33,41,3904.46167,3904.46167,3904.46167,3904.46167,32.01997,26.381422,1.02647364,2.57227373,100.1144,34.9336,5.54357147,10.32531,46,1126.406,3505.50024,2252.812,1176,5,2,0,3,36,2048,286.527344,1761.47266,13.990593,28.960001,17.578125,1.953125,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:27,34.11765,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,40,28,117,26.5,110,109,108,2177.41943,1931.33044,85.9375,82.8125,95.3125,81.25,86.328125,38,43,43,44,44,3904.46045,3904.46045,3904.46045,3904.46045,38.64412,32.9172668,1.09349024,2.78615546,100.114372,34.5736923,5.486458,10.3824234,46,1126.406,3505.50024,2252.812,1174,7,4,0,2,36,2048,292.011719,1755.98828,14.2583847,29.6320019,6.8359375,870.1172,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:27,34.11765,100,49.80392,49.80392,49.80392,49.80392,0.520000041,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,36,28,117,26.5,110,109,108,2166.934,1931.33044,70.7692261,60.0000038,56.92308,61.53846,62.3076935,30,35,29,32,35,3904.46167,3904.46167,3904.46167,4004.576,29.1232986,23.4381561,1.03186238,2.5966804,100.1144,34.72889,5.51108551,10.3577957,46,1126.406,3505.50024,2252.812,1173,6,2,0,4,36,2048,290.261719,1757.73828,14.1729355,29.269001,2.9296875,890.625,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:28,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,36,28,117,26.5,110,109,108,2139.46118,1912.18127,45.3125,42.1875,31.25,42.1875,40.234375,32,38,30,32,38,3904.46069,3904.46069,3904.46069,3904.46069,26.764576,21.1075077,1.03870761,2.58368444,100.114372,34.51809,5.47763443,10.3912468,46,1126.406,3505.50024,2252.812,1173,6,2,0,4,36,2048,290.636719,1757.36328,14.191246,29.2500019,8.7890625,532.226563,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:29,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,40,28,117,26.5,110,109,108,2163.46143,1931.33044,76.5625,93.75,84.375,78.125,83.203125,33,37,34,35,37,3904.46118,3904.46118,3904.46118,3904.46118,37.44397,31.3937569,1.23418128,3.22044182,100.114388,35.53392,5.638836,10.2300453,46,1126.406,3505.50024,2252.812,1170,5,2,0,3,36,2048,332.886719,1715.11328,16.2542343,29.6230011,4.8828125,891.601563,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:30,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28,117,26.5,110,109,108,2142.85718,1923.0769,75,75,57.8125,70.3125,69.53125,33,40,32,33,40,3904.46167,3904.46167,3904.46167,3904.46167,34.013298,28.3327827,1.02605867,2.800583,100.1144,35.8460236,5.688362,10.1805191,46,1126.406,3505.50024,2252.812,1169,12,6,0,3,36,2048,470.78125,1577.21875,22.9873657,31.427002,10.7421875,890.625,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:31,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28,117,26.5,110,109,108,2163.46143,1925.82031,60.0000038,50.7692337,63.0769272,55.384613,57.30769,33,38,38,37,38,3904.461,3904.461,3904.461,3904.461,30.87597,25.182375,1.03492737,2.77962518,100.114388,36.25434,5.75315857,10.1157227,46,1126.406,3505.50024,2252.812,1168,9,3,0,4,35,2048,474.78125,1573.21875,23.1826782,30.374,6.8359375,891.601563,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:33,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,41,28,117,26.5,110,109,109,2170.418,1917.61365,75.38461,76.92308,80,84.61539,79.23077,39,41,39,41,41,3904.46,3904.46,3904.46,3904.46,38.0331841,32.3108025,1.02548134,2.95755816,100.114357,36.3020134,5.760723,10.1081581,46,1126.406,3505.50024,2252.812,1166,6,2,0,4,35,2048,465.144531,1582.85547,22.7121353,29.1540012,4.8828125,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:34,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,41,28,117,26.5,110,109,108,2177.41943,1939.65515,98.46154,86.15385,93.84615,95.38461,93.46154,38,41,41,43,43,3904.46143,3904.46143,3904.46143,3904.46143,40.3115273,34.57019,1.0244633,3.116693,100.114395,36.62214,5.81152344,10.0573578,46,1126.406,3505.50024,2252.812,1165,6,2,0,4,35,2048,479.375,1568.625,23.4069824,29.1540012,0.9765625,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:35,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28.5,117,26.5,110,109,108,2163.46143,1931.33044,67.1875,54.6875,81.25,71.875,68.75,34,32,31,32,34,3904.46216,3904.46216,3904.46216,3904.46216,31.9038486,26.194973,1.02852571,2.69169569,100.11441,37.30217,5.91943741,9.949444,45,1126.406,3505.50024,2252.812,1166,5,2,0,4,35,2048,568.6797,1479.32031,27.7675629,29.0630016,0.9765625,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:36,29.0196075,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,38,28,117,26.5,110,109,108,2160,1939.65515,46.875,25,67.1875,46.875,46.484375,33,36,35,37,37,3904.46118,3904.46118,3904.46118,3904.46118,27.8588123,22.3242149,1.0348419,2.31427383,100.114388,37.42948,5.93964,9.929241,45,1126.406,3505.50024,2252.812,1165,8,3,0,4,35,2048,571.351563,1476.64844,27.8980255,29.2500019,10.7421875,0.9765625,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:37,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,28.5,117,26.5,110,109,108,2163.46143,1920.34143,59.375,60.9375,48.4375,68.75,59.375,31,38,33,35,39,4004.57544,3904.461,3904.461,4004.57544,28.6401615,22.9634247,1.03088009,2.60849833,100.11438,37.53172,5.955864,9.913017,45,1126.406,3505.50024,2252.812,1163,7,3,0,4,35,2048,596.726563,1451.27344,29.13704,29.5420017,0,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:38,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,34,28,117,26.5,110,109,108,2146.264,1939.65515,35.9375,26.5625,25,32.8125,30.078125,29,29,28,34,34,3904.46167,4004.57617,3904.46167,4004.57617,19.411335,13.8861418,1.0084244,2.129099,100.1144,37.5257568,5.954918,9.913963,45,1126.406,3505.50024,2252.812,1162,6,2,0,4,35,2048,533.101563,1514.89844,26.03035,29.5560017,0,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:39,24.3137264,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,38,28,117,26.5,110,109,108,2163.46143,1920.34143,37.5,45.3125,54.6875,56.25,48.4375,34,41,38,43,43,3904.46143,3904.46143,3904.46143,3904.46143,29.647047,24.059864,1.02477074,2.4293623,100.114395,38.18036,6.058796,9.810085,45,1126.406,3505.50024,2252.812,1161,5,2,0,3,35,2048,620.53125,1427.46875,30.2993774,28.867,0.9765625,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:40,27.0588245,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,38,28,117,26.5,110,109,108,2166.934,1945.245,70.3125,56.25,48.4375,62.5,59.375,32,40,30,38,41,3904.46045,3904.46045,3904.46045,3904.46045,29.0499,23.440958,1.024758,2.4729836,100.114372,38.662384,6.13528824,9.733593,45,911.250061,3004.6792,1822.50012,1161,7,3,0,4,35,2048,620.53125,1427.46875,30.2993774,26.2260017,1.953125,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:41,30.19608,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,38,28,117,26.5,110,109,108,2177.41943,1931.33044,40.625,59.375,42.1875,50,48.046875,34,37,36,37,37,3904.462,3904.462,3904.462,3904.462,29.0894585,23.4938946,1.02780175,2.47982836,100.1144,39.4550667,6.261078,9.607803,45,911.250061,3004.6792,1822.50012,1160,8,4,0,4,35,2048,620.9375,1427.0625,30.3192139,27.3640022,3.90625,684.5703,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:42,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,40,28,117,26.5,110,109,108,2163.46143,1931.33044,60.9375,59.375,53.125,68.75,60.546875,36,40,34,38,40,3904.45923,3904.45923,3904.45923,3904.45923,34.27621,28.1801472,1.0265727,2.66170454,100.114342,40.0039444,6.348179,9.520702,45,670.781,810.000061,1341.562,1159,9,12,0,4,35,2048,612.1289,1435.87109,29.8891068,18.9560013,1.953125,890.625,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:43,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,28,117,26.5,110,109,108,2177.41943,1942.446,46.1538429,58.4615364,60.0000038,52.30769,54.2307663,32,31,31,36,36,3904.463,3904.463,3904.463,3904.463,36.2494,23.0089035,1.02498829,2.44862032,100.114433,40.07527,6.359497,9.509384,44,670.781,810.000061,1341.562,1162,35,23,0,14,35,2048,612.1289,1435.87109,29.8891068,16.486,1.953125,890.625,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:44,29.8039227,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,38,28,117,26.5,110,109,108,2180.937,1942.446,68.25397,55.5555573,63.4920578,69.84126,64.28571,36,39,42,38,42,3904.461,3904.461,3904.461,3904.461,40.2935143,27.0458488,1.028708,2.47197628,100.114388,40.5493164,6.434723,9.434158,43,670.781,810.000061,1341.562,1161,22,12,0,13,35,2048,616.777344,1431.22266,30.1160812,15.831,0,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:45,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.40800023,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28,117,26.5,110,109,108,2163.46143,1934.09741,68.75,71.875,70.3125,68.75,69.921875,32,34,33,39,39,3904.46143,3904.46143,3904.46143,3904.46143,40.790844,27.4577522,1.02497363,2.6416707,100.114395,40.7482872,6.466297,9.402584,43,708.750061,810.000061,1417.50012,1159,41,32,0,15,35,2048,740.5625,1307.4375,36.16028,17.2550011,7.8125,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:46,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.42400026,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,28,117,26.5,110,109,108,2160,1942.446,57.8125,53.125,48.4375,62.5,55.46875,36,33,34,37,39,3904.461,3904.461,3904.461,3904.461,36.2355728,22.9951572,1.02753687,2.45542645,100.114388,40.94538,6.497574,9.371307,43,708.750061,810.000061,1417.50012,1157,18,8,0,13,35,2048,658.34375,1389.65625,32.14569,15.743001,0.9765625,889.648438,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:47,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,38,28,117,26.5,110,109,108,2163.46143,1920.34143,56.25,43.75,59.375,45.3125,51.171875,34,38,33,41,41,3904.462,3904.462,3904.462,3904.462,37.70557,24.4463,1.02729917,2.429168,100.1144,41.90811,6.65034866,9.218533,43,708.750061,810.000061,1417.50012,1155,18,9,0,13,35,2048,659.96875,1388.03125,32.2250366,17.3380013,291.9922,649.414063,33,0.0102996826,30,0.0422515869,100,479.3537,48.1965446,25,1.565273,0.007537842
12/16/2021 07:22:48,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.40800023,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,39,28,117,26.5,110,109,108,2166.934,1942.446,50.7692337,55.384613,53.8461571,67.69231,56.92308,40,38,34,37,40,3904.45947,3904.45947,3904.45947,3904.45947,37.4060364,24.1536179,1.02444637,2.48685837,100.114342,41.3817329,6.566818,9.302063,43,708.750061,810.000061,1417.50012,1153,16,8,0,11,35,2048,674.589844,1373.41016,32.9389572,15.935,0.9765625,557.6172,33,0.0102996826,30,0.0422515869,100,479.376038,48.1984825,25,1.56524086,0.007537842
12/16/2021 07:22:49,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.568,1.016,3.42400026,3.42400026,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,36,28,117,26.5,110,109,108,2160,1920.34143,41.53846,50.7692337,35.384613,56.92308,46.1538429,31,32,30,36,36,3904.46265,3904.46265,3904.46265,3904.46265,34.11789,20.83327,1.03104484,2.43244,100.114433,41.4751,6.58163452,9.287247,43,784.687561,810.000061,1569.37512,1152,41,33,0,12,35,2048,682.417969,1365.582,33.32119,18.766,3.90625,153.320313,33,0.0102996826,30,0.0422515869,100,479.376038,48.1984825,25,1.56524086,0.007537842
12/16/2021 07:22:50,27.8431377,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.016,3.42400026,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,37,28,117,26.5,110,109,108,2166.934,1934.09741,43.07692,49.2307663,43.07692,52.30769,46.9230766,32,33,30,37,37,3904.46069,3904.46069,3904.46069,4004.5752,29.8599968,22.1744385,1.02901125,2.605816,100.11438,41.4646645,6.579979,9.288902,43,923.906067,3505.50024,1847.81213,1147,17,9,0,4,35,2048,683.167969,1364.832,33.35781,29.8170013,8.7890625,890.625,33,0.0102996826,30,0.0422515869,100,479.376038,48.1984825,25,1.56524086,0.007537842
12/16/2021 07:22:51,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.42400026,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,35,28,117,26.5,110,109,108,2173.913,1931.33044,39.0625,45.3125,26.5625,40.625,37.890625,31,34,31,31,34,3904.461,3904.461,3904.461,3904.461,25.0526657,19.4251823,1.02751064,2.46356273,100.11438,41.6188545,6.60444641,9.264435,44,923.906067,3505.50024,1847.81213,1144,15,8,0,4,35,2048,683.167969,1364.832,33.35781,30.5770016,7.8125,890.625,33,0.0102996826,30,0.0422515869,100,479.376038,48.1984825,25,1.56524086,0.007537842
12/16/2021 07:22:52,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.016,3.42400026,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,35,28,117,26.5,110,109,108,2160,1931.33044,35.9375,34.375,31.25,50,37.890625,34,33,40,35,40,3904.46167,3904.46167,3904.46167,3904.46167,26.6895924,21.0768814,1.02835691,2.51026487,100.1144,41.8677254,6.64394,9.224941,44,923.906067,3505.50024,1847.81213,1141,14,8,0,4,35,2048,683.167969,1364.832,33.35781,30.1950016,1.953125,890.625,33,0.0102996826,30,0.0422515869,100,479.376038,48.1984825,25,1.56524086,0.007537842
12/16/2021 07:22:53,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.42400026,3.40800023,1,0.160000011,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.144000009,0.128,0.136,36,28,117,26.5,110,109,108,2160,1928.57141,38.4615364,38.4615364,50.7692337,50.7692337,44.6153831,31,34,33,31,34,3904.46118,3904.46118,3904.46118,3904.46118,26.2749977,20.629118,1.029739,2.52250934,100.114388,41.6813545,6.61436462,9.254517,44,923.906067,3505.50024,1847.81213,1138,12,7,0,3,35,2048,683.167969,1364.832,33.35781,29.075,2.9296875,890.625,33,0.0102996826,30,0.0422515869,100,479.376038,48.1984825,25,1.56524086,0.007537842
